Area,Item,Year,Yield,Pest,Rainfall,Temp
India,Potatoes,2013,227606,45620.0,1083,27.44
India,Potatoes,2013,227606,45620.0,1083,27.44
India,Potatoes,2013,227606,45620.0,1083,26.99
India,"Rice, paddy",2013,36070,45620.0,1083,26.69
India,"Rice, paddy",2013,36070,45620.0,1083,27.61
India,"Rice, paddy",2013,36070,45620.0,1083,27.1
India,"Rice, paddy",2013,36070,45620.0,1083,25.44
India,"Rice, paddy",2013,36070,45620.0,1083,26.61
India,"Rice, paddy",2013,36070,45620.0,1083,26.37
India,"Rice, paddy",2013,36070,45620.0,1083,26.71
India,"Rice, paddy",2013,36070,45620.0,1083,27.37
India,"Rice, paddy",2013,36070,45620.0,1083,28.85
India,"Rice, paddy",2013,36070,45620.0,1083,25.94
India,"Rice, paddy",2013,36070,45620.0,1083,26.84
India,"Rice, paddy",2013,36070,45620.0,1083,26.12
India,"Rice, paddy",2013,36070,45620.0,1083,25.44
India,"Rice, paddy",2013,36070,45620.0,1083,27.11
India,"Rice, paddy",2013,36070,45620.0,1083,26.71
India,"Rice, paddy",2013,36070,45620.0,1083,26.79
India,"Rice, paddy",2013,36070,45620.0,1083,25.85
India,"Rice, paddy",2013,36070,45620.0,1083,27.14
India,"Rice, paddy",2013,36070,45620.0,1083,25.98
India,"Rice, paddy",2013,36070,45620.0,1083,27.44
India,"Rice, paddy",2013,36070,45620.0,1083,27.44
India,"Rice, paddy",2013,36070,45620.0,1083,26.99
India,Sorghum,2013,8502,45620.0,1083,26.69
India,Sorghum,2013,8502,45620.0,1083,27.61
India,Sorghum,2013,8502,45620.0,1083,27.1
India,Sorghum,2013,8502,45620.0,1083,25.44
India,Sorghum,2013,8502,45620.0,1083,26.61
India,Sorghum,2013,8502,45620.0,1083,26.37
India,Sorghum,2013,8502,45620.0,1083,26.71
India,Sorghum,2013,8502,45620.0,1083,27.37
India,Sorghum,2013,8502,45620.0,1083,28.85
India,Sorghum,2013,8502,45620.0,1083,25.94
India,Sorghum,2013,8502,45620.0,1083,26.84
India,Sorghum,2013,8502,45620.0,1083,26.12
India,Sorghum,2013,8502,45620.0,1083,25.44
India,Sorghum,2013,8502,45620.0,1083,27.11
India,Sorghum,2013,8502,45620.0,1083,26.71
India,Sorghum,2013,8502,45620.0,1083,26.79
India,Sorghum,2013,8502,45620.0,1083,25.85
India,Sorghum,2013,8502,45620.0,1083,27.14
India,Sorghum,2013,8502,45620.0,1083,25.98
India,Sorghum,2013,8502,45620.0,1083,27.44
India,Sorghum,2013,8502,45620.0,1083,27.44
India,Sorghum,2013,8502,45620.0,1083,26.99
India,Soybeans,2013,10123,45620.0,1083,26.69
India,Soybeans,2013,10123,45620.0,1083,27.61
India,Soybeans,2013,10123,45620.0,1083,27.1
India,Soybeans,2013,10123,45620.0,1083,25.44
India,Soybeans,2013,10123,45620.0,1083,26.61
India,Soybeans,2013,10123,45620.0,1083,26.37
India,Soybeans,2013,10123,45620.0,1083,26.71
India,Soybeans,2013,10123,45620.0,1083,27.37
India,Soybeans,2013,10123,45620.0,1083,28.85
India,Soybeans,2013,10123,45620.0,1083,25.94
India,Soybeans,2013,10123,45620.0,1083,26.84
India,Soybeans,2013,10123,45620.0,1083,26.12
India,Soybeans,2013,10123,45620.0,1083,25.44
India,Soybeans,2013,10123,45620.0,1083,27.11
India,Soybeans,2013,10123,45620.0,1083,26.71
India,Soybeans,2013,10123,45620.0,1083,26.79
India,Soybeans,2013,10123,45620.0,1083,25.85
India,Soybeans,2013,10123,45620.0,1083,27.14
India,Soybeans,2013,10123,45620.0,1083,25.98
India,Soybeans,2013,10123,45620.0,1083,27.44
India,Soybeans,2013,10123,45620.0,1083,27.44
India,Soybeans,2013,10123,45620.0,1083,26.99
India,Sweet potatoes,2013,101288,45620.0,1083,26.69
India,Sweet potatoes,2013,101288,45620.0,1083,27.61
India,Sweet potatoes,2013,101288,45620.0,1083,27.1
India,Sweet potatoes,2013,101288,45620.0,1083,25.44
India,Sweet potatoes,2013,101288,45620.0,1083,26.61
India,Sweet potatoes,2013,101288,45620.0,1083,26.37
India,Sweet potatoes,2013,101288,45620.0,1083,26.71
India,Sweet potatoes,2013,101288,45620.0,1083,27.37
India,Sweet potatoes,2013,101288,45620.0,1083,28.85
India,Sweet potatoes,2013,101288,45620.0,1083,25.94
India,Sweet potatoes,2013,101288,45620.0,1083,26.84
India,Sweet potatoes,2013,101288,45620.0,1083,26.12
India,Sweet potatoes,2013,101288,45620.0,1083,25.44
India,Sweet potatoes,2013,101288,45620.0,1083,27.11
India,Sweet potatoes,2013,101288,45620.0,1083,26.71
India,Sweet potatoes,2013,101288,45620.0,1083,26.79
India,Sweet potatoes,2013,101288,45620.0,1083,25.85
India,Sweet potatoes,2013,101288,45620.0,1083,27.14
India,Sweet potatoes,2013,101288,45620.0,1083,25.98
India,Sweet potatoes,2013,101288,45620.0,1083,27.44
India,Sweet potatoes,2013,101288,45620.0,1083,27.44
India,Sweet potatoes,2013,101288,45620.0,1083,26.99
India,Wheat,2013,31538,45620.0,1083,26.69
India,Wheat,2013,31538,45620.0,1083,27.61
India,Wheat,2013,31538,45620.0,1083,27.1
India,Wheat,2013,31538,45620.0,1083,25.44
India,Wheat,2013,31538,45620.0,1083,26.61
India,Wheat,2013,31538,45620.0,1083,26.37
India,Wheat,2013,31538,45620.0,1083,26.71
India,Wheat,2013,31538,45620.0,1083,27.37
India,Wheat,2013,31538,45620.0,1083,28.85
India,Wheat,2013,31538,45620.0,1083,25.94
India,Wheat,2013,31538,45620.0,1083,26.84
India,Wheat,2013,31538,45620.0,1083,26.12
India,Wheat,2013,31538,45620.0,1083,25.44
India,Wheat,2013,31538,45620.0,1083,27.11
India,Wheat,2013,31538,45620.0,1083,26.71
India,Wheat,2013,31538,45620.0,1083,26.79
India,Wheat,2013,31538,45620.0,1083,25.85
India,Wheat,2013,31538,45620.0,1083,27.14
India,Wheat,2013,31538,45620.0,1083,25.98
India,Wheat,2013,31538,45620.0,1083,27.44
India,Wheat,2013,31538,45620.0,1083,27.44
India,Wheat,2013,31538,45620.0,1083,26.99
Indonesia,Cassava,1990,120691,2432.0,2702,25.37
Indonesia,Cassava,1990,120691,2432.0,2702,27.05
Indonesia,Cassava,1990,120691,2432.0,2702,27.11
Indonesia,Cassava,1990,120691,2432.0,2702,27.18
Indonesia,Cassava,1990,120691,2432.0,2702,26.79
Indonesia,Cassava,1990,120691,2432.0,2702,27.47
Indonesia,Maize,1990,21323,2432.0,2702,25.37
Indonesia,Maize,1990,21323,2432.0,2702,27.05
Indonesia,Maize,1990,21323,2432.0,2702,27.11
Indonesia,Maize,1990,21323,2432.0,2702,27.18
Indonesia,Maize,1990,21323,2432.0,2702,26.79
Indonesia,Maize,1990,21323,2432.0,2702,27.47
Indonesia,Potatoes,1990,141637,2432.0,2702,25.37
Indonesia,Potatoes,1990,141637,2432.0,2702,27.05
Indonesia,Potatoes,1990,141637,2432.0,2702,27.11
Indonesia,Potatoes,1990,141637,2432.0,2702,27.18
Indonesia,Potatoes,1990,141637,2432.0,2702,26.79
Indonesia,Potatoes,1990,141637,2432.0,2702,27.47
Indonesia,"Rice, paddy",1990,43018,2432.0,2702,25.37
Indonesia,"Rice, paddy",1990,43018,2432.0,2702,27.05
Indonesia,"Rice, paddy",1990,43018,2432.0,2702,27.11
Indonesia,"Rice, paddy",1990,43018,2432.0,2702,27.18
Indonesia,"Rice, paddy",1990,43018,2432.0,2702,26.79
Indonesia,"Rice, paddy",1990,43018,2432.0,2702,27.47
Indonesia,Soybeans,1990,11149,2432.0,2702,25.37
Indonesia,Soybeans,1990,11149,2432.0,2702,27.05
Indonesia,Soybeans,1990,11149,2432.0,2702,27.11
Indonesia,Soybeans,1990,11149,2432.0,2702,27.18
Indonesia,Soybeans,1990,11149,2432.0,2702,26.79
Indonesia,Soybeans,1990,11149,2432.0,2702,27.47
Indonesia,Sweet potatoes,1990,94450,2432.0,2702,25.37
Indonesia,Sweet potatoes,1990,94450,2432.0,2702,27.05
Indonesia,Sweet potatoes,1990,94450,2432.0,2702,27.11
Indonesia,Sweet potatoes,1990,94450,2432.0,2702,27.18
Indonesia,Sweet potatoes,1990,94450,2432.0,2702,26.79
Indonesia,Sweet potatoes,1990,94450,2432.0,2702,27.47
Indonesia,Cassava,1991,120946,3259.0,2702,25.27
Indonesia,Cassava,1991,120946,3259.0,2702,27.04
Indonesia,Cassava,1991,120946,3259.0,2702,26.92
Indonesia,Cassava,1991,120946,3259.0,2702,27.05
Indonesia,Cassava,1991,120946,3259.0,2702,26.61
Indonesia,Cassava,1991,120946,3259.0,2702,27.21
Indonesia,Maize,1991,21505,3259.0,2702,25.27
Indonesia,Maize,1991,21505,3259.0,2702,27.04
Indonesia,Maize,1991,21505,3259.0,2702,26.92
Indonesia,Maize,1991,21505,3259.0,2702,27.05
Indonesia,Maize,1991,21505,3259.0,2702,26.61
Indonesia,Maize,1991,21505,3259.0,2702,27.21
Indonesia,Potatoes,1991,132721,3259.0,2702,25.27
Indonesia,Potatoes,1991,132721,3259.0,2702,27.04
Indonesia,Potatoes,1991,132721,3259.0,2702,26.92
Indonesia,Potatoes,1991,132721,3259.0,2702,27.05
Indonesia,Potatoes,1991,132721,3259.0,2702,26.61
Indonesia,Potatoes,1991,132721,3259.0,2702,27.21
Indonesia,"Rice, paddy",1991,43465,3259.0,2702,25.27
Indonesia,"Rice, paddy",1991,43465,3259.0,2702,27.04
Indonesia,"Rice, paddy",1991,43465,3259.0,2702,26.92
Indonesia,"Rice, paddy",1991,43465,3259.0,2702,27.05
Indonesia,"Rice, paddy",1991,43465,3259.0,2702,26.61
Indonesia,"Rice, paddy",1991,43465,3259.0,2702,27.21
Indonesia,Soybeans,1991,11369,3259.0,2702,25.27
Indonesia,Soybeans,1991,11369,3259.0,2702,27.04
Indonesia,Soybeans,1991,11369,3259.0,2702,26.92
Indonesia,Soybeans,1991,11369,3259.0,2702,27.05
Indonesia,Soybeans,1991,11369,3259.0,2702,26.61
Indonesia,Soybeans,1991,11369,3259.0,2702,27.21
Indonesia,Sweet potatoes,1991,95150,3259.0,2702,25.27
Indonesia,Sweet potatoes,1991,95150,3259.0,2702,27.04
Indonesia,Sweet potatoes,1991,95150,3259.0,2702,26.92
Indonesia,Sweet potatoes,1991,95150,3259.0,2702,27.05
Indonesia,Sweet potatoes,1991,95150,3259.0,2702,26.61
Indonesia,Sweet potatoes,1991,95150,3259.0,2702,27.21
Indonesia,Cassava,1992,122220,825.0,2702,25.17
Indonesia,Cassava,1992,122220,825.0,2702,26.96
Indonesia,Cassava,1992,122220,825.0,2702,27.01
Indonesia,Cassava,1992,122220,825.0,2702,27.2
Indonesia,Cassava,1992,122220,825.0,2702,26.72
Indonesia,Cassava,1992,122220,825.0,2702,27.4
Indonesia,Maize,1992,22030,825.0,2702,25.17
Indonesia,Maize,1992,22030,825.0,2702,26.96
Indonesia,Maize,1992,22030,825.0,2702,27.01
Indonesia,Maize,1992,22030,825.0,2702,27.2
Indonesia,Maize,1992,22030,825.0,2702,26.72
Indonesia,Maize,1992,22030,825.0,2702,27.4
Indonesia,Potatoes,1992,143819,825.0,2702,25.17
Indonesia,Potatoes,1992,143819,825.0,2702,26.96
Indonesia,Potatoes,1992,143819,825.0,2702,27.01
Indonesia,Potatoes,1992,143819,825.0,2702,27.2
Indonesia,Potatoes,1992,143819,825.0,2702,26.72
Indonesia,Potatoes,1992,143819,825.0,2702,27.4
Indonesia,"Rice, paddy",1992,43446,825.0,2702,25.17
Indonesia,"Rice, paddy",1992,43446,825.0,2702,26.96
Indonesia,"Rice, paddy",1992,43446,825.0,2702,27.01
Indonesia,"Rice, paddy",1992,43446,825.0,2702,27.2
Indonesia,"Rice, paddy",1992,43446,825.0,2702,26.72
Indonesia,"Rice, paddy",1992,43446,825.0,2702,27.4
Indonesia,Soybeans,1992,11230,825.0,2702,25.17
Indonesia,Soybeans,1992,11230,825.0,2702,26.96
Indonesia,Soybeans,1992,11230,825.0,2702,27.01
Indonesia,Soybeans,1992,11230,825.0,2702,27.2
Indonesia,Soybeans,1992,11230,825.0,2702,26.72
Indonesia,Soybeans,1992,11230,825.0,2702,27.4
Indonesia,Sweet potatoes,1992,94481,825.0,2702,25.17
Indonesia,Sweet potatoes,1992,94481,825.0,2702,26.96
Indonesia,Sweet potatoes,1992,94481,825.0,2702,27.01
Indonesia,Sweet potatoes,1992,94481,825.0,2702,27.2
Indonesia,Sweet potatoes,1992,94481,825.0,2702,26.72
Indonesia,Sweet potatoes,1992,94481,825.0,2702,27.4
Indonesia,Cassava,1993,123323,1597.0,2702,25.46
Indonesia,Cassava,1993,123323,1597.0,2702,27.04
Indonesia,Cassava,1993,123323,1597.0,2702,26.9
Indonesia,Cassava,1993,123323,1597.0,2702,27.21
Indonesia,Cassava,1993,123323,1597.0,2702,26.88
Indonesia,Cassava,1993,123323,1597.0,2702,27.51
Indonesia,Maize,1993,21975,1597.0,2702,25.46
Indonesia,Maize,1993,21975,1597.0,2702,27.04
Indonesia,Maize,1993,21975,1597.0,2702,26.9
Indonesia,Maize,1993,21975,1597.0,2702,27.21
Indonesia,Maize,1993,21975,1597.0,2702,26.88
Indonesia,Maize,1993,21975,1597.0,2702,27.51
Indonesia,Potatoes,1993,158338,1597.0,2702,25.46
Indonesia,Potatoes,1993,158338,1597.0,2702,27.04
Indonesia,Potatoes,1993,158338,1597.0,2702,26.9
Indonesia,Potatoes,1993,158338,1597.0,2702,27.21
Indonesia,Potatoes,1993,158338,1597.0,2702,26.88
Indonesia,Potatoes,1993,158338,1597.0,2702,27.51
Indonesia,"Rice, paddy",1993,43750,1597.0,2702,25.46
Indonesia,"Rice, paddy",1993,43750,1597.0,2702,27.04
Indonesia,"Rice, paddy",1993,43750,1597.0,2702,26.9
Indonesia,"Rice, paddy",1993,43750,1597.0,2702,27.21
Indonesia,"Rice, paddy",1993,43750,1597.0,2702,26.88
Indonesia,"Rice, paddy",1993,43750,1597.0,2702,27.51
Indonesia,Soybeans,1993,11621,1597.0,2702,25.46
Indonesia,Soybeans,1993,11621,1597.0,2702,27.04
Indonesia,Soybeans,1993,11621,1597.0,2702,26.9
Indonesia,Soybeans,1993,11621,1597.0,2702,27.21
Indonesia,Soybeans,1993,11621,1597.0,2702,26.88
Indonesia,Soybeans,1993,11621,1597.0,2702,27.51
Indonesia,Sweet potatoes,1993,93183,1597.0,2702,25.46
Indonesia,Sweet potatoes,1993,93183,1597.0,2702,27.04
Indonesia,Sweet potatoes,1993,93183,1597.0,2702,26.9
Indonesia,Sweet potatoes,1993,93183,1597.0,2702,27.21
Indonesia,Sweet potatoes,1993,93183,1597.0,2702,26.88
Indonesia,Sweet potatoes,1993,93183,1597.0,2702,27.51
Indonesia,Cassava,1994,115946,1597.0,2702,25.21
Indonesia,Cassava,1994,115946,1597.0,2702,27.12
Indonesia,Cassava,1994,115946,1597.0,2702,26.97
Indonesia,Cassava,1994,115946,1597.0,2702,27.34
Indonesia,Cassava,1994,115946,1597.0,2702,26.56
Indonesia,Cassava,1994,115946,1597.0,2702,27.18
Indonesia,Maize,1994,22091,1597.0,2702,25.21
Indonesia,Maize,1994,22091,1597.0,2702,27.12
Indonesia,Maize,1994,22091,1597.0,2702,26.97
Indonesia,Maize,1994,22091,1597.0,2702,27.34
Indonesia,Maize,1994,22091,1597.0,2702,26.56
Indonesia,Maize,1994,22091,1597.0,2702,27.18
Indonesia,Potatoes,1994,156474,1597.0,2702,25.21
Indonesia,Potatoes,1994,156474,1597.0,2702,27.12
Indonesia,Potatoes,1994,156474,1597.0,2702,26.97
Indonesia,Potatoes,1994,156474,1597.0,2702,27.34
Indonesia,Potatoes,1994,156474,1597.0,2702,26.56
Indonesia,Potatoes,1994,156474,1597.0,2702,27.18
Indonesia,"Rice, paddy",1994,43453,1597.0,2702,25.21
Indonesia,"Rice, paddy",1994,43453,1597.0,2702,27.12
Indonesia,"Rice, paddy",1994,43453,1597.0,2702,26.97
Indonesia,"Rice, paddy",1994,43453,1597.0,2702,27.34
Indonesia,"Rice, paddy",1994,43453,1597.0,2702,26.56
Indonesia,"Rice, paddy",1994,43453,1597.0,2702,27.18
Indonesia,Soybeans,1994,11123,1597.0,2702,25.21
Indonesia,Soybeans,1994,11123,1597.0,2702,27.12
Indonesia,Soybeans,1994,11123,1597.0,2702,26.97
Indonesia,Soybeans,1994,11123,1597.0,2702,27.34
Indonesia,Soybeans,1994,11123,1597.0,2702,26.56
Indonesia,Soybeans,1994,11123,1597.0,2702,27.18
Indonesia,Sweet potatoes,1994,93583,1597.0,2702,25.21
Indonesia,Sweet potatoes,1994,93583,1597.0,2702,27.12
Indonesia,Sweet potatoes,1994,93583,1597.0,2702,26.97
Indonesia,Sweet potatoes,1994,93583,1597.0,2702,27.34
Indonesia,Sweet potatoes,1994,93583,1597.0,2702,26.56
Indonesia,Sweet potatoes,1994,93583,1597.0,2702,27.18
Indonesia,Cassava,1995,116605,1597.0,2702,25.46
Indonesia,Cassava,1995,116605,1597.0,2702,27.15
Indonesia,Cassava,1995,116605,1597.0,2702,27.08
Indonesia,Cassava,1995,116605,1597.0,2702,27.28
Indonesia,Cassava,1995,116605,1597.0,2702,26.74
Indonesia,Cassava,1995,116605,1597.0,2702,27.32
Indonesia,Maize,1995,22580,1597.0,2702,25.46
Indonesia,Maize,1995,22580,1597.0,2702,27.15
Indonesia,Maize,1995,22580,1597.0,2702,27.08
Indonesia,Maize,1995,22580,1597.0,2702,27.28
Indonesia,Maize,1995,22580,1597.0,2702,26.74
Indonesia,Maize,1995,22580,1597.0,2702,27.32
Indonesia,Potatoes,1995,165939,1597.0,2702,25.46
Indonesia,Potatoes,1995,165939,1597.0,2702,27.15
Indonesia,Potatoes,1995,165939,1597.0,2702,27.08
Indonesia,Potatoes,1995,165939,1597.0,2702,27.28
Indonesia,Potatoes,1995,165939,1597.0,2702,26.74
Indonesia,Potatoes,1995,165939,1597.0,2702,27.32
Indonesia,"Rice, paddy",1995,43487,1597.0,2702,25.46
Indonesia,"Rice, paddy",1995,43487,1597.0,2702,27.15
Indonesia,"Rice, paddy",1995,43487,1597.0,2702,27.08
Indonesia,"Rice, paddy",1995,43487,1597.0,2702,27.28
Indonesia,"Rice, paddy",1995,43487,1597.0,2702,26.74
Indonesia,"Rice, paddy",1995,43487,1597.0,2702,27.32
Indonesia,Soybeans,1995,11371,1597.0,2702,25.46
Indonesia,Soybeans,1995,11371,1597.0,2702,27.15
Indonesia,Soybeans,1995,11371,1597.0,2702,27.08
Indonesia,Soybeans,1995,11371,1597.0,2702,27.28
Indonesia,Soybeans,1995,11371,1597.0,2702,26.74
Indonesia,Soybeans,1995,11371,1597.0,2702,27.32
Indonesia,Sweet potatoes,1995,94939,1597.0,2702,25.46
Indonesia,Sweet potatoes,1995,94939,1597.0,2702,27.15
Indonesia,Sweet potatoes,1995,94939,1597.0,2702,27.08
Indonesia,Sweet potatoes,1995,94939,1597.0,2702,27.28
Indonesia,Sweet potatoes,1995,94939,1597.0,2702,26.74
Indonesia,Sweet potatoes,1995,94939,1597.0,2702,27.32
Indonesia,Cassava,1996,120150,1597.0,2702,25.41
Indonesia,Cassava,1996,120150,1597.0,2702,27.07
Indonesia,Cassava,1996,120150,1597.0,2702,27.0
Indonesia,Cassava,1996,120150,1597.0,2702,27.2
Indonesia,Cassava,1996,120150,1597.0,2702,26.83
Indonesia,Cassava,1996,120150,1597.0,2702,27.53
Indonesia,Maize,1996,24862,1597.0,2702,25.41
Indonesia,Maize,1996,24862,1597.0,2702,27.07
Indonesia,Maize,1996,24862,1597.0,2702,27.0
Indonesia,Maize,1996,24862,1597.0,2702,27.2
Indonesia,Maize,1996,24862,1597.0,2702,26.83
Indonesia,Maize,1996,24862,1597.0,2702,27.53
Indonesia,Potatoes,1996,158631,1597.0,2702,25.41
Indonesia,Potatoes,1996,158631,1597.0,2702,27.07
Indonesia,Potatoes,1996,158631,1597.0,2702,27.0
Indonesia,Potatoes,1996,158631,1597.0,2702,27.2
Indonesia,Potatoes,1996,158631,1597.0,2702,26.83
Indonesia,Potatoes,1996,158631,1597.0,2702,27.53
Indonesia,"Rice, paddy",1996,44168,1597.0,2702,25.41
Indonesia,"Rice, paddy",1996,44168,1597.0,2702,27.07
Indonesia,"Rice, paddy",1996,44168,1597.0,2702,27.0
Indonesia,"Rice, paddy",1996,44168,1597.0,2702,27.2
Indonesia,"Rice, paddy",1996,44168,1597.0,2702,26.83
Indonesia,"Rice, paddy",1996,44168,1597.0,2702,27.53
Indonesia,Soybeans,1996,11915,1597.0,2702,25.41
Indonesia,Soybeans,1996,11915,1597.0,2702,27.07
Indonesia,Soybeans,1996,11915,1597.0,2702,27.0
Indonesia,Soybeans,1996,11915,1597.0,2702,27.2
Indonesia,Soybeans,1996,11915,1597.0,2702,26.83
Indonesia,Soybeans,1996,11915,1597.0,2702,27.53
Indonesia,Sweet potatoes,1996,113547,1597.0,2702,25.41
Indonesia,Sweet potatoes,1996,113547,1597.0,2702,27.07
Indonesia,Sweet potatoes,1996,113547,1597.0,2702,27.0
Indonesia,Sweet potatoes,1996,113547,1597.0,2702,27.2
Indonesia,Sweet potatoes,1996,113547,1597.0,2702,26.83
Indonesia,Sweet potatoes,1996,113547,1597.0,2702,27.53
Indonesia,Cassava,1997,121718,1597.0,2702,25.52
Indonesia,Cassava,1997,121718,1597.0,2702,27.37
Indonesia,Cassava,1997,121718,1597.0,2702,27.26
Indonesia,Cassava,1997,121718,1597.0,2702,27.62
Indonesia,Cassava,1997,121718,1597.0,2702,26.83
Indonesia,Cassava,1997,121718,1597.0,2702,27.46
Indonesia,Maize,1997,26141,1597.0,2702,25.52
Indonesia,Maize,1997,26141,1597.0,2702,27.37
Indonesia,Maize,1997,26141,1597.0,2702,27.26
Indonesia,Maize,1997,26141,1597.0,2702,27.62
Indonesia,Maize,1997,26141,1597.0,2702,26.83
Indonesia,Maize,1997,26141,1597.0,2702,27.46
Indonesia,Potatoes,1997,162061,1597.0,2702,25.52
Indonesia,Potatoes,1997,162061,1597.0,2702,27.37
Indonesia,Potatoes,1997,162061,1597.0,2702,27.26
Indonesia,Potatoes,1997,162061,1597.0,2702,27.62
Indonesia,Potatoes,1997,162061,1597.0,2702,26.83
Indonesia,Potatoes,1997,162061,1597.0,2702,27.46
Indonesia,"Rice, paddy",1997,44322,1597.0,2702,25.52
Indonesia,"Rice, paddy",1997,44322,1597.0,2702,27.37
Indonesia,"Rice, paddy",1997,44322,1597.0,2702,27.26
Indonesia,"Rice, paddy",1997,44322,1597.0,2702,27.62
Indonesia,"Rice, paddy",1997,44322,1597.0,2702,26.83
Indonesia,"Rice, paddy",1997,44322,1597.0,2702,27.46
Indonesia,Soybeans,1997,12125,1597.0,2702,25.52
Indonesia,Soybeans,1997,12125,1597.0,2702,27.37
Indonesia,Soybeans,1997,12125,1597.0,2702,27.26
Indonesia,Soybeans,1997,12125,1597.0,2702,27.62
Indonesia,Soybeans,1997,12125,1597.0,2702,26.83
Indonesia,Soybeans,1997,12125,1597.0,2702,27.46
Indonesia,Sweet potatoes,1997,94532,1597.0,2702,25.52
Indonesia,Sweet potatoes,1997,94532,1597.0,2702,27.37
Indonesia,Sweet potatoes,1997,94532,1597.0,2702,27.26
Indonesia,Sweet potatoes,1997,94532,1597.0,2702,27.62
Indonesia,Sweet potatoes,1997,94532,1597.0,2702,26.83
Indonesia,Sweet potatoes,1997,94532,1597.0,2702,27.46
Indonesia,Cassava,1998,121925,1597.0,2702,25.81
Indonesia,Cassava,1998,121925,1597.0,2702,27.58
Indonesia,Cassava,1998,121925,1597.0,2702,27.72
Indonesia,Cassava,1998,121925,1597.0,2702,27.77
Indonesia,Cassava,1998,121925,1597.0,2702,27.28
Indonesia,Cassava,1998,121925,1597.0,2702,27.9
Indonesia,Maize,1998,26526,1597.0,2702,25.81
Indonesia,Maize,1998,26526,1597.0,2702,27.58
Indonesia,Maize,1998,26526,1597.0,2702,27.72
Indonesia,Maize,1998,26526,1597.0,2702,27.77
Indonesia,Maize,1998,26526,1597.0,2702,27.28
Indonesia,Maize,1998,26526,1597.0,2702,27.9
Indonesia,Potatoes,1998,153432,1597.0,2702,25.81
Indonesia,Potatoes,1998,153432,1597.0,2702,27.58
Indonesia,Potatoes,1998,153432,1597.0,2702,27.72
Indonesia,Potatoes,1998,153432,1597.0,2702,27.77
Indonesia,Potatoes,1998,153432,1597.0,2702,27.28
Indonesia,Potatoes,1998,153432,1597.0,2702,27.9
Indonesia,"Rice, paddy",1998,41974,1597.0,2702,25.81
Indonesia,"Rice, paddy",1998,41974,1597.0,2702,27.58
Indonesia,"Rice, paddy",1998,41974,1597.0,2702,27.72
Indonesia,"Rice, paddy",1998,41974,1597.0,2702,27.77
Indonesia,"Rice, paddy",1998,41974,1597.0,2702,27.28
Indonesia,"Rice, paddy",1998,41974,1597.0,2702,27.9
Indonesia,Soybeans,1998,11923,1597.0,2702,25.81
Indonesia,Soybeans,1998,11923,1597.0,2702,27.58
Indonesia,Soybeans,1998,11923,1597.0,2702,27.72
Indonesia,Soybeans,1998,11923,1597.0,2702,27.77
Indonesia,Soybeans,1998,11923,1597.0,2702,27.28
Indonesia,Soybeans,1998,11923,1597.0,2702,27.9
Indonesia,Sweet potatoes,1998,95750,1597.0,2702,25.81
Indonesia,Sweet potatoes,1998,95750,1597.0,2702,27.58
Indonesia,Sweet potatoes,1998,95750,1597.0,2702,27.72
Indonesia,Sweet potatoes,1998,95750,1597.0,2702,27.77
Indonesia,Sweet potatoes,1998,95750,1597.0,2702,27.28
Indonesia,Sweet potatoes,1998,95750,1597.0,2702,27.9
Indonesia,Cassava,1999,121763,1597.0,2702,25.26
Indonesia,Cassava,1999,121763,1597.0,2702,27.01
Indonesia,Cassava,1999,121763,1597.0,2702,26.82
Indonesia,Cassava,1999,121763,1597.0,2702,27.17
Indonesia,Cassava,1999,121763,1597.0,2702,26.62
Indonesia,Cassava,1999,121763,1597.0,2702,27.32
Indonesia,Maize,1999,26629,1597.0,2702,25.26
Indonesia,Maize,1999,26629,1597.0,2702,27.01
Indonesia,Maize,1999,26629,1597.0,2702,26.82
Indonesia,Maize,1999,26629,1597.0,2702,27.17
Indonesia,Maize,1999,26629,1597.0,2702,26.62
Indonesia,Maize,1999,26629,1597.0,2702,27.32
Indonesia,Potatoes,1999,147199,1597.0,2702,25.26
Indonesia,Potatoes,1999,147199,1597.0,2702,27.01
Indonesia,Potatoes,1999,147199,1597.0,2702,26.82
Indonesia,Potatoes,1999,147199,1597.0,2702,27.17
Indonesia,Potatoes,1999,147199,1597.0,2702,26.62
Indonesia,Potatoes,1999,147199,1597.0,2702,27.32
Indonesia,"Rice, paddy",1999,42519,1597.0,2702,25.26
Indonesia,"Rice, paddy",1999,42519,1597.0,2702,27.01
Indonesia,"Rice, paddy",1999,42519,1597.0,2702,26.82
Indonesia,"Rice, paddy",1999,42519,1597.0,2702,27.17
Indonesia,"Rice, paddy",1999,42519,1597.0,2702,26.62
Indonesia,"Rice, paddy",1999,42519,1597.0,2702,27.32
Indonesia,Soybeans,1999,12013,1597.0,2702,25.26
Indonesia,Soybeans,1999,12013,1597.0,2702,27.01
Indonesia,Soybeans,1999,12013,1597.0,2702,26.82
Indonesia,Soybeans,1999,12013,1597.0,2702,27.17
Indonesia,Soybeans,1999,12013,1597.0,2702,26.62
Indonesia,Soybeans,1999,12013,1597.0,2702,27.32
Indonesia,Sweet potatoes,1999,96698,1597.0,2702,25.26
Indonesia,Sweet potatoes,1999,96698,1597.0,2702,27.01
Indonesia,Sweet potatoes,1999,96698,1597.0,2702,26.82
Indonesia,Sweet potatoes,1999,96698,1597.0,2702,27.17
Indonesia,Sweet potatoes,1999,96698,1597.0,2702,26.62
